county,categories,gross_collections,taxable_sales_and_purchases,year
Bladen,Unclassified,619801,24128323,2001
Bladen,"Use Tax - 1%, 3%, And 4%",1186973,,2001
Brunswick,Brunswick,23540051,826682563,2001
Brunswick,1% Retail Sales,1547,147006,2001
Brunswick,2% And 3% Retail Sales,418409,18313278,2001
Brunswick,Apparel,1066069,26696411,2001
Brunswick,Automotive,906845,86131639,2001
Brunswick,Food,5107701,211819328,2001
Brunswick,Furniture,562030,16216796,2001
Brunswick,General Merchandise,5763975,245269754,2001
Brunswick,Lumber And Building Material,3155741,92400435,2001
Brunswick,Unclassified,4293738,129687916,2001
Brunswick,"Use Tax - 1%, 3%, And 4%",2263997,,2001
Carteret,Carteret,22757622,784224519,2001
Carteret,1% Retail Sales,8962,889846,2001
Carteret,2% And 3% Retail Sales,616407,21868972,2001
Carteret,Apparel,657663,16562622,2001
Carteret,Automotive,664740,43481372,2001
Carteret,Food,4934530,225533046,2001
Carteret,Furniture,986162,28190227,2001
Carteret,General Merchandise,5987661,192796144,2001
Carteret,Lumber And Building Material,2705546,77496496,2001
Carteret,Unclassified,5372327,177405794,2001
Carteret,"Use Tax - 1%, 3%, And 4%",823622,,2001
Caswell,Caswell,1248282,72386184,2001
Caswell,1% Retail Sales,15723,1571734,2001
Caswell,2% And 3% Retail Sales,8645,391418,2001
Caswell,Apparel,1572,39282,2001
Caswell,Automotive,135284,10279531,2001
Caswell,Food,417576,25828266,2001
Caswell,Furniture,23259,1539139,2001
Caswell,General Merchandise,119729,11303059,2001
Caswell,Lumber And Building Material,188186,5341025,2001
Caswell,Unclassified,184154,16092730,2001
Caswell,"Use Tax - 1%, 3%, And 4%",154154,,2001
Catawba,Catawba,58680200,2453110410,2001
Catawba,1% Retail Sales,997475,99498628,2001
Catawba,2% And 3% Retail Sales,628212,23550708,2001
Catawba,Apparel,1669380,41957125,2001
Catawba,Automotive,4023040,448539466,2001
Catawba,Food,11832329,437089246,2001
Catawba,Furniture,3049553,198204631,2001
Catawba,General Merchandise,15282965,594165717,2001
Catawba,Lumber And Building Material,8109422,236050455,2001
Catawba,Unclassified,10035475,374054434,2001
Catawba,"Use Tax - 1%, 3%, And 4%",3052349,,2001
Chatham,Chatham,7651231,387675558,2001
Chatham,1% Retail Sales,69817,6973790,2001
Chatham,2% And 3% Retail Sales,53123,2603400,2001
Chatham,Apparel,68936,1741633,2001
Chatham,Automotive,724453,101976607,2001
Chatham,Food,1744139,86156602,2001
Chatham,Furniture,619777,17817297,2001
Chatham,General Merchandise,2286197,104400918,2001
Chatham,Lumber And Building Material,877494,27748974,2001
Chatham,Unclassified,541327,38256337,2001
Chatham,"Use Tax - 1%, 3%, And 4%",665969,,2001
Cherokee,Cherokee,7391568,343083202,2001
Cherokee,1% Retail Sales,8268,824516,2001
Cherokee,2% And 3% Retail Sales,65252,2993633,2001
Cherokee,Apparel,283669,7183758,2001
Cherokee,Automotive,661507,103796314,2001
Cherokee,Food,1302623,58688178,2001
Cherokee,Furniture,537519,21597179,2001
Cherokee,General Merchandise,2778482,100389515,2001
Cherokee,Lumber And Building Material,628029,17589721,2001
Cherokee,Unclassified,745934,30020388,2001
Cherokee,"Use Tax - 1%, 3%, And 4%",380283,,2001
Cumberland,Cumberland,77776339,3023363191,2001
Cumberland,1% Retail Sales,262240,26073394,2001
Cumberland,2% And 3% Retail Sales,517927,24397747,2001
Cumberland,Apparel,2865942,73753934,2001
Cumberland,Automotive,4448913,485060101,2001
Cumberland,Food,15883194,670821790,2001
Cumberland,Furniture,5480623,148893101,2001
Cumberland,General Merchandise,21911396,734138741,2001
Cumberland,Lumber And Building Material,10686588,311512623,2001
Cumberland,Unclassified,13424608,548711760,2001
Cumberland,"Use Tax - 1%, 3%, And 4%",2294908,,2001
Currituck,Currituck,6171203,264096902,2001
Currituck,1% Retail Sales,1147,114713,2001
Currituck,2% And 3% Retail Sales,30108,1358243,2001
Currituck,Apparel,101444,10267246,2001
Currituck,Automotive,271363,48063894,2001
Currituck,Food,1458257,80183240,2001
Currituck,Furniture,126843,4280176,2001
Currituck,General Merchandise,1713655,47531498,2001
Currituck,Lumber And Building Material,280990,7976759,2001
Currituck,Unclassified,2026719,64321133,2001
Currituck,"Use Tax - 1%, 3%, And 4%",160677,,2001
Dare,Dare,32677567,1029649804,2001
Dare,1% Retail Sales,5020,491397,2001
Dare,2% And 3% Retail Sales,152717,5541725,2001
Dare,Apparel,1913433,48544012,2001
Dare,Automotive,745295,67682988,2001
Dare,Food,7173821,273845123,2001
Dare,Furniture,1081723,35262940,2001
Dare,General Merchandise,6480899,196265145,2001
Dare,Lumber And Building Material,2941993,82231077,2001
Dare,Unclassified,11679828,319785397,2001
Dare,"Use Tax - 1%, 3%, And 4%",502840,,2001
Davidson,Davidson,28685970,1304521626,2001
Davidson,1% Retail Sales,336226,33448478,2001
Davidson,2% And 3% Retail Sales,244254,10308060,2001
Davidson,Apparel,850373,60348348,2001
Davidson,Automotive,3143949,237977280,2001
Davidson,Food,6536462,313064916,2001
Davidson,Furniture,2049285,72067934,2001
Davidson,General Merchandise,6032765,245543455,2001
Davidson,Lumber And Building Material,4790162,199321489,2001
Davidson,Unclassified,3304845,132441666,2001
Davidson,"Use Tax - 1%, 3%, And 4%",1397651,,2001
Davie,Davie,6428782,302238660,2001
Davie,1% Retail Sales,40419,4026281,2001
Davie,2% And 3% Retail Sales,104356,5043328,2001
Davie,Apparel,57476,1435071,2001
Davie,Automotive,399731,66217431,2001
Davie,Food,1790767,85039274,2001
Davie,Furniture,361129,17340605,2001
Davie,General Merchandise,1722097,78357066,2001
Davie,Lumber And Building Material,664637,19984364,2001
Davie,Unclassified,816022,24795240,2001
Davie,"Use Tax - 1%, 3%, And 4%",472147,,2001
Gaston,Gaston,45854763,2158527745,2001
Gaston,1% Retail Sales,671665,66718359,2001
Gaston,2% And 3% Retail Sales,348964,14962459,2001
Gaston,Apparel,1324112,52088880,2001
Gaston,Automotive,3193257,401814549,2001
Gaston,Food,10565847,462963966,2001
Gaston,Furniture,1228232,35129648,2001
Gaston,General Merchandise,12532340,596986931,2001
Gaston,Lumber And Building Material,6383826,220534871,2001
Gaston,Unclassified,7719003,307328082,2001
Gaston,"Use Tax - 1%, 3%, And 4%",1887518,,2001
Gates,Gates,483219,38387523,2001
Gates,1% Retail Sales,20430,2038826,2001
Gates,2% And 3% Retail Sales,7135,242840,2001
Gates,Apparel,216,5413,2001
Gates,Automotive,59883,16472392,2001
Gates,Food,242487,9900564,2001
Gates,Furniture,1349,64489,2001
Gates,General Merchandise,64969,4501152,2001
Gates,Lumber And Building Material,19726,2485562,2001
Gates,Unclassified,46385,2676285,2001
Gates,"Use Tax - 1%, 3%, And 4%",20640,,2001
Graham,Graham,999479,39776056,2001
Graham,1% Retail Sales,397,39651,2001
Graham,2% And 3% Retail Sales,4379,162455,2001
Graham,Apparel,1105,27712,2001
Graham,Automotive,315549,11776481,2001
Graham,Food,151180,10582585,2001
Graham,Furniture,44658,1183888,2001
Graham,General Merchandise,108296,7484340,2001
Graham,Lumber And Building Material,44746,1417631,2001
Graham,Unclassified,250650,7101313,2001
Graham,"Use Tax - 1%, 3%, And 4%",78520,,2001
Granville,Granville,6602265,348125394,2001
Granville,1% Retail Sales,115595,11565822,2001
Granville,2% And 3% Retail Sales,17420,866050,2001
Granville,Apparel,138689,3470686,2001
Granville,Automotive,554195,74103598,2001
Granville,Food,2029543,99676882,2001
Granville,Furniture,221711,6803733,2001
Granville,General Merchandise,1560469,66401084,2001
Granville,Lumber And Building Material,620287,29713487,2001
Granville,Unclassified,961168,55524052,2001
Granville,"Use Tax - 1%, 3%, And 4%",383188,,2001
Greene,Greene,1286654,57631159,2001
Greene,1% Retail Sales,29025,2912974,2001
Greene,2% And 3% Retail Sales,24917,1170188,2001
Greene,Apparel,7628,181551,2001
Greene,Automotive,132802,7851305,2001
Greene,Food,604216,25488226,2001
Greene,Furniture,112055,3453013,2001
Greene,General Merchandise,170359,10720808,2001
Greene,Lumber And Building Material,13815,374380,2001
Greene,Unclassified,168999,5478714,2001
Greene,"Use Tax - 1%, 3%, And 4%",22836,,2001
Hertford,Hertford,6922472,304290304,2001
Hertford,1% Retail Sales,147339,14665929,2001
Hertford,2% And 3% Retail Sales,56977,2697923,2001
Hertford,Apparel,166417,4373570,2001
Hertford,Automotive,1629162,48143868,2001
Hertford,Food,1081951,88760801,2001
Hertford,Furniture,173481,4951589,2001
Hertford,General Merchandise,1713739,72079308,2001
Hertford,Lumber And Building Material,759620,29254905,2001
Hertford,Unclassified,695225,39362411,2001
Hertford,"Use Tax - 1%, 3%, And 4%",498562,,2001
Hoke,Hoke,1975678,86881025,2001
Hoke,1% Retail Sales,11128,1112818,2001
Hoke,2% And 3% Retail Sales,4213,154067,2001
Hoke,Apparel,35851,895935,2001
Hoke,Automotive,312745,15817065,2001
Hoke,Food,677449,37226779,2001
Hoke,Furniture,22842,596351,2001
Hoke,General Merchandise,323312,18532812,2001
Hoke,Lumber And Building Material,80919,3620027,2001
Hoke,Unclassified,305885,8925171,2001
Hoke,"Use Tax - 1%, 3%, And 4%",201335,,2001
Hyde,Hyde,1468889,48842845,2001
Hyde,1% Retail Sales,35714,3569624,2001
Hyde,2% And 3% Retail Sales,13551,632316,2001
Hyde,Apparel,14026,346000,2001
Hyde,Automotive,122248,5571227,2001
Hyde,Food,459354,14406463,2001
Hyde,Furniture,57885,1391783,2001
Hyde,General Merchandise,236076,8628457,2001
Hyde,Lumber And Building Material,14859,521808,2001
Hyde,Unclassified,499784,13775167,2001
Hyde,"Use Tax - 1%, 3%, And 4%",15392,,2001
Iredell,Iredell,39328398,1759103732,2001
Iredell,1% Retail Sales,517159,50993040,2001
Iredell,2% And 3% Retail Sales,441488,18744319,2001
Iredell,Apparel,1100772,28425448,2001
Iredell,Automotive,2848180,297518654,2001
Iredell,Food,7761317,350727664,2001
Iredell,Furniture,962098,38230549,2001
Iredell,General Merchandise,11401414,504030628,2001
Iredell,Lumber And Building Material,7704829,254521917,2001
Iredell,Unclassified,4437430,215911513,2001
Iredell,"Use Tax - 1%, 3%, And 4%",2153710,,2001
Jackson,Jackson,8807869,319532113,2001
Jackson,1% Retail Sales,20735,2042689,2001
Jackson,2% And 3% Retail Sales,74217,2944850,2001
Jackson,Apparel,269419,7138964,2001
Jackson,Automotive,401995,22243830,2001
Jackson,Food,2007927,84801317,2001
Jackson,Furniture,373722,12242478,2001
Jackson,General Merchandise,2702037,113828082,2001
Jackson,Lumber And Building Material,1429768,39096103,2001
Jackson,Unclassified,1108836,35193800,2001
Jackson,"Use Tax - 1%, 3%, And 4%",419215,,2001
Macon,Macon,11983452,415765848,2001
Macon,1% Retail Sales,7626,762592,2001
Macon,2% And 3% Retail Sales,52574,2237833,2001
Macon,Apparel,435478,12255290,2001
Macon,Automotive,695111,49406942,2001
Macon,Food,1993159,87606884,2001
Macon,Furniture,589191,18569795,2001
Macon,General Merchandise,3235539,112577775,2001
Macon,Lumber And Building Material,2978827,84228535,2001
Macon,Unclassified,1517203,48120202,2001
Macon,"Use Tax - 1%, 3%, And 4%",478742,,2001
Madison,Madison,1455172,80387957,2001
Madison,1% Retail Sales,4927,488770,2001
Madison,2% And 3% Retail Sales,22712,1126229,2001
Madison,Apparel,6605,198084,2001
Madison,Automotive,380248,21243036,2001
Madison,Food,422954,32465201,2001
Madison,Furniture,44783,1208274,2001
Madison,General Merchandise,193193,10347729,2001
Madison,Lumber And Building Material,83653,3400532,2001
Madison,Unclassified,227738,9910102,2001
Madison,"Use Tax - 1%, 3%, And 4%",68358,,2001
Martin,Martin,6112454,193347998,2001
Martin,1% Retail Sales,71566,7138789,2001
Martin,2% And 3% Retail Sales,62460,2666367,2001
Martin,Apparel,134121,3528312,2001
Martin,Automotive,259432,14900114,2001
Martin,Food,903080,37318137,2001
Martin,Furniture,118785,3401808,2001
Martin,General Merchandise,1450465,78699773,2001
Martin,Lumber And Building Material,651251,19378743,2001
Martin,Unclassified,780336,26315955,2001
Martin,"Use Tax - 1%, 3%, And 4%",1680957,,2001
Mcdowell,Mcdowell,6526180,379426878,2001
Mcdowell,1% Retail Sales,50503,5043764,2001
Mcdowell,2% And 3% Retail Sales,54702,2429213,2001
Mcdowell,Apparel,117711,3023176,2001
Mcdowell,Automotive,610955,133017835,2001
Mcdowell,Food,1988316,98551761,2001
Mcdowell,Furniture,271078,8122264,2001
Mcdowell,General Merchandise,1901597,80945122,2001
Mcdowell,Lumber And Building Material,488037,16320949,2001
Mcdowell,Unclassified,742080,31972794,2001
Mcdowell,"Use Tax - 1%, 3%, And 4%",301202,,2001
Mecklenburg,Mecklenburg,426612617,16483706324,2001
Mecklenburg,1% Retail Sales,3425948,339949536,2001
Mecklenburg,2% And 3% Retail Sales,1284577,52049431,2001
Mecklenburg,Apparel,14052965,397871212,2001
Mecklenburg,Automotive,20040586,2204633985,2001
Mecklenburg,Food,71234246,2813142824,2001
Mecklenburg,Furniture,27337597,786818023,2001
Mecklenburg,General Merchandise,109243451,4255076948,2001
Mecklenburg,Lumber And Building Material,55354324,1767905233,2001
Mecklenburg,Unclassified,98101341,3866259132,2001
Mecklenburg,"Use Tax - 1%, 3%, And 4%",26537582,,2001
Northampton,Northampton,1316386,68775982,2001
Northampton,1% Retail Sales,47876,4735713,2001
Northampton,2% And 3% Retail Sales,123563,5919942,2001
Northampton,Apparel,2757,64799,2001
Northampton,Automotive,153588,9538173,2001
Northampton,Food,301832,14813304,2001
Northampton,Furniture,10698,265903,2001
Northampton,General Merchandise,251534,17068287,2001
Northampton,Lumber And Building Material,11118,944367,2001
Northampton,Unclassified,359826,15425494,2001
Northampton,"Use Tax - 1%, 3%, And 4%",53594,,2001
Onslow,Onslow,29397626,1073255480,2001
Onslow,1% Retail Sales,69908,6929901,2001
Onslow,2% And 3% Retail Sales,342081,15178836,2001
Onslow,Apparel,753981,19500810,2001
Onslow,Automotive,1798933,176103972,2001
Onslow,Food,6984689,275245256,2001
Onslow,Furniture,2396107,65544891,2001
Onslow,General Merchandise,9349847,306119565,2001
Onslow,Lumber And Building Material,3244099,91147488,2001
Onslow,Unclassified,3780075,117484761,2001
Onslow,"Use Tax - 1%, 3%, And 4%",677907,,2001
Orange,Orange,32470866,1215464600,2001
Orange,1% Retail Sales,49222,4878069,2001
Orange,2% And 3% Retail Sales,93675,4014620,2001
Orange,Apparel,795499,20639443,2001
Orange,Automotive,1645136,160520440,2001
Orange,Food,8748599,419160630,2001
Orange,Furniture,1179899,32600309,2001
Orange,General Merchandise,5015335,225729689,2001
Orange,Lumber And Building Material,4251747,119199585,2001
Orange,Unclassified,6959748,228721815,2001
Orange,"Use Tax - 1%, 3%, And 4%",3732006,,2001
Pamlico,Pamlico,1411100,65300609,2001
Pamlico,1% Retail Sales,15271,1526161,2001
Pamlico,2% And 3% Retail Sales,32233,1269717,2001
Pamlico,Apparel,10118,257632,2001
Pamlico,Automotive,147459,6897469,2001
Pamlico,Food,442593,22701615,2001
Pamlico,Furniture,15402,489799,2001
Pamlico,General Merchandise,394297,19019418,2001
Pamlico,Lumber And Building Material,19032,1059530,2001
Pamlico,Unclassified,289216,12079268,2001
Pamlico,"Use Tax - 1%, 3%, And 4%",45480,,2001
Pasquotank,Pasquotank,11520821,488703231,2001
Pasquotank,1% Retail Sales,66548,6606730,2001
Pasquotank,2% And 3% Retail Sales,106433,5010050,2001
Pasquotank,Apparel,221022,5451714,2001
Pasquotank,Automotive,952129,109341120,2001
Pasquotank,Food,2173801,96542784,2001
Pasquotank,Furniture,584153,16457308,2001
Pasquotank,General Merchandise,3589107,120381760,2001
Pasquotank,Lumber And Building Material,1885181,58326350,2001
Pasquotank,Unclassified,1686460,70585415,2001
Pasquotank,"Use Tax - 1%, 3%, And 4%",255989,,2001
Randolph,Randolph,25606593,1059866927,2001
Randolph,1% Retail Sales,272608,27092910,2001
Randolph,2% And 3% Retail Sales,218098,10477900,2001
Randolph,Apparel,781384,23647615,2001
Randolph,Automotive,2268540,178797148,2001
Randolph,Food,5251473,239400796,2001
Randolph,Furniture,1148841,65178658,2001
Randolph,General Merchandise,7116959,288578128,2001
Randolph,Lumber And Building Material,4432578,130797154,2001
Randolph,Unclassified,2636848,95896618,2001
Randolph,"Use Tax - 1%, 3%, And 4%",1479266,,2001
Richmond,Richmond,9474692,390474875,2001
Richmond,1% Retail Sales,72159,7210347,2001
Richmond,2% And 3% Retail Sales,155215,6748285,2001
Richmond,Apparel,312835,7864937,2001
Richmond,Automotive,874859,68317352,2001
Richmond,Food,2279816,100166570,2001
Richmond,Furniture,492882,17672327,2001
Richmond,General Merchandise,2270337,91714714,2001
Richmond,Lumber And Building Material,1315857,36930861,2001
Richmond,Unclassified,1095102,53849482,2001
Richmond,"Use Tax - 1%, 3%, And 4%",605629,,2001
Robeson,Robeson,21738884,895939457,2001
Robeson,1% Retail Sales,295868,29514766,2001
Robeson,2% And 3% Retail Sales,351045,17163360,2001
Robeson,Apparel,791020,20653804,2001
Robeson,Automotive,1880815,188880551,2001
Robeson,Food,5391458,208879589,2001
Robeson,Furniture,614287,16886077,2001
Robeson,General Merchandise,6074080,243961423,2001
Robeson,Lumber And Building Material,2154943,61583515,2001
Robeson,Unclassified,2930358,108416372,2001
Robeson,"Use Tax - 1%, 3%, And 4%",1255011,,2001
Rockingham,Rockingham,15646790,739589941,2001
Rockingham,1% Retail Sales,194193,19380144,2001
Rockingham,2% And 3% Retail Sales,212013,8772515,2001
Rockingham,Apparel,403616,19951158,2001
Rockingham,Automotive,1344954,155172423,2001
Rockingham,Food,4281811,206231583,2001
Rockingham,Furniture,780201,31452010,2001
Rockingham,General Merchandise,4436881,180554078,2001
Rockingham,Lumber And Building Material,883920,32027785,2001
Rockingham,Unclassified,1850960,86048245,2001
Rockingham,"Use Tax - 1%, 3%, And 4%",1258243,,2001
Rowan,Rowan,27955490,1081783994,2001
Rowan,1% Retail Sales,280275,27808326,2001
Rowan,2% And 3% Retail Sales,267438,12508458,2001
Rowan,Apparel,617936,20877759,2001
Rowan,Automotive,2236402,159620747,2001
Rowan,Food,6422213,273858509,2001
Rowan,Furniture,1083811,30834435,2001
Rowan,General Merchandise,7150018,271605535,2001
Rowan,Lumber And Building Material,3639407,120472988,2001
Rowan,Unclassified,4610486,164197237,2001
Rowan,"Use Tax - 1%, 3%, And 4%",1647504,,2001
Surry,Surry,21914107,976508987,2001
Surry,1% Retail Sales,345301,34507213,2001
Surry,2% And 3% Retail Sales,108223,5080041,2001
Surry,Apparel,693359,17499265,2001
Surry,Automotive,2619118,128842935,2001
Surry,Food,3928865,199075693,2001
Surry,Furniture,706559,21774279,2001
Surry,General Merchandise,7332234,381116145,2001
Surry,Lumber And Building Material,3030405,85655595,2001
Surry,Unclassified,2249485,102957821,2001
Surry,"Use Tax - 1%, 3%, And 4%",900556,,2001
Swain,Swain,1854528,117440480,2001
Swain,1% Retail Sales,2648,264038,2001
Swain,2% And 3% Retail Sales,47858,1754260,2001
Swain,Apparel,44181,1719375,2001
Swain,Automotive,173341,10575437,2001
Swain,Food,507584,23487670,2001
Swain,Furniture,98061,3182193,2001
Swain,General Merchandise,189314,54048421,2001
Swain,Lumber And Building Material,133416,3785323,2001
