county,gross_collections,foreign_collections,refunds,net_collections,month,year,date,fiscal_year
Beaufort,1059490.6799999997,18599.1,43859.63,1034230.15,may,2017,2017-05-01,2017
Bertie,188193.55,2381.8,36859.56,153715.79,may,2017,2017-05-01,2017
Bladen,495904.57,8348.61,16383.11,487870.07,may,2017,2017-05-01,2017
Brunswick,3551023.18,65761.78,204739.08,3412045.88,may,2017,2017-05-01,2017
Buncombe,11095365.95,193262.78,466275.39,10822353.34,may,2017,2017-05-01,2017
Burke,1656771.35,26342.22,155532,1527581.5699999998,may,2017,2017-05-01,2017
Cabarrus,7145731.62,125456.44,298279.33,6972908.73,may,2017,2017-05-01,2017
Caldwell,1443870.47,21377.9,209105.55,1256142.8199999998,may,2017,2017-05-01,2017
Camden,116936.28,2051.45,3531.46,115456.27,may,2017,2017-05-01,2017
Carteret,2390294.6700000004,44717.53,77942.92999999998,2357069.27,may,2017,2017-05-01,2017
Caswell,174352.62,2651.76,2748.26,174256.12,may,2017,2017-05-01,2017
Catawba,5101045.31,86802.69,223314.73,4964533.2700000005,may,2017,2017-05-01,2017
Chatham,1335357.78,23863.21,79906.32999999999,1279314.66,may,2017,2017-05-01,2017
Cherokee,723361.25,11592.34,47392.630000000005,687560.96,may,2017,2017-05-01,2017
Chowan,262194.91,4602.19,5043.91,261753.19,may,2017,2017-05-01,2017
Clay,154545.84,2713.34,1947.66,155311.52,may,2017,2017-05-01,2017
Cleveland,2027354.51,36029.39,66675.33,1996708.57,may,2017,2017-05-01,2017
Columbus,958511.3199999998,16506.81,40567.21,934450.92,may,2017,2017-05-01,2017
Craven,2389583.49,43195.29,118020.2,2314758.58,may,2017,2017-05-01,2017
Cumberland,9125517.68,149973.52,605385.22,8670105.98,may,2017,2017-05-01,2017
Currituck,669101.9,12798.71,11779.88,670120.73,may,2017,2017-05-01,2017
Dare,2509154.49,49344.37,58713.32,2499785.54,may,2017,2017-05-01,2017
Davidson,3036598.81,46262.73,235046.43,2847815.11,may,2017,2017-05-01,2017
Davie,750718.2200000002,12234.89,85165.18,677787.93,may,2017,2017-05-01,2017
Duplin,925139.99,14422.36,38731.59,900830.76,may,2017,2017-05-01,2017
Durham,14839065.11,224272.75,786855.42,14276482.44,may,2017,2017-05-01,2017
Edgecombe,848633.81,12795.45,32245.25,829184.01,may,2017,2017-05-01,2017
Forsyth,11082494.94,158218.19,2643589.49,8597123.64,may,2017,2017-05-01,2017
Franklin,887712.4199999998,15429.59,39245.36,863896.6499999998,may,2017,2017-05-01,2017
Gaston,4819192.42,85202.95,233688.92,4670706.45,may,2017,2017-05-01,2017
Gates,102356.55,1347.2800000000002,8371.23,95332.6,may,2017,2017-05-01,2017
Graham,136736.49000000002,2346.74,2732.73,136350.5,may,2017,2017-05-01,2017
Granville,814157.47,13897.65,25258.38,802796.74,may,2017,2017-05-01,2017
Greene,166438.68000000002,2263.49,6964.92,161737.25,may,2017,2017-05-01,2017
Guilford,15452176.12,285131.53,758188.97,14979118.68,may,2017,2017-05-01,2017
Halifax,1236106.85,20340.92,46680.130000000005,1209767.64,may,2017,2017-05-01,2017
Harnett,2089326.69,34405.8,64074.11,2059658.38,may,2017,2017-05-01,2017
Haywood,1578250.49,25854.27,71499.32,1532605.44,may,2017,2017-05-01,2017
Henderson,2679020.39,47092.28,195917.57,2530195.1,may,2017,2017-05-01,2017
Hertford,496132.28,7729.1,21296.050000000003,482565.33,may,2017,2017-05-01,2017
Hoke,461686.28,7343.05,28378.76,440650.57,may,2017,2017-05-01,2017
Hyde,116943.13,2178.69,1574.14,117547.68,may,2017,2017-05-01,2017
Iredell,4898765.36,86999.72,427743.02,4558022.06,may,2017,2017-05-01,2017
Jackson,1080572.58,17396.739999999998,81746.05,1016223.27,may,2017,2017-05-01,2017
Johnston,3902422.85,71765.98000000001,155899.51,3818289.32,may,2017,2017-05-01,2017
Jones,103560.44,1788.16,2491.15,102857.45,may,2017,2017-05-01,2017
Lee,1710914.37,28962.7,51954.2,1687922.87,may,2017,2017-05-01,2017
Lenoir,1274193.05,22236.27,61801.24,1234628.08,may,2017,2017-05-01,2017
Lincoln,1708639.2,30388.7,89115.11,1649912.7899999998,may,2017,2017-05-01,2017
Macon,1034260.29,19251.66,35031.67,1018480.28,may,2017,2017-05-01,2017
Madison,243861.19,4099.17,3196.45,244763.91,may,2017,2017-05-01,2017
Martin,490550.35,7700.559999999999,32258.92,465991.9900000001,may,2017,2017-05-01,2017
McDowell,780566.83,11340.04,126211.24,665695.63,may,2017,2017-05-01,2017
Mecklenburg,45982771.49,679721.5599999989,5870402.989999998,40792090.06,may,2017,2017-05-01,2017
Mitchell,334310.00999999995,5670.7,22727.06,317253.65,may,2017,2017-05-01,2017
Montgomery,459864.17,6793.78,32874.74,433783.21,may,2017,2017-05-01,2017
Moore,2760363.32,33325.33,935619.94,1858068.71,may,2017,2017-05-01,2017
Nash,2322833.63,41186.1,103351.45,2260668.28,may,2017,2017-05-01,2017
New Hanover,9623702.68,170350.64,308029.64,9486023.68,may,2017,2017-05-01,2017
Northampton,185361.69,3192.07,2148.41,186405.35,may,2017,2017-05-01,2017
Onslow,4479704.390000001,75147.46,215724.32,4339127.53,may,2017,2017-05-01,2017
Orange,4114185.82,60971.36,115725.16,4059432.02,may,2017,2017-05-01,2017
Pamlico,226403.46,3792.04,14310.2,215885.3,may,2017,2017-05-01,2017
Pasquotank,1070126.47,14604.55,268448.71,816282.31,may,2017,2017-05-01,2017
Pender,1051447.89,19266.17,28923.88,1041790.18,may,2017,2017-05-01,2017
Perquimans,140733.36,2312.82,1749.8300000000002,141296.35,may,2017,2017-05-01,2017
Person,755605.78,13058.29,40025.72,728638.3500000002,may,2017,2017-05-01,2017
Pitt,4968223.619999999,84426.55,208953.51,4843696.659999999,may,2017,2017-05-01,2017
Polk,310847.15,5304.18,12386.17,303765.16000000003,may,2017,2017-05-01,2017
Randolph,2724485.8399999994,43744.45,113806.57,2654423.72,may,2017,2017-05-01,2017
Richmond,880672.65,14504.09,76973.97,818202.77,may,2017,2017-05-01,2017
Robeson,2559534.06,38862.62,233168.82,2365227.8600000003,may,2017,2017-05-01,2017
Rockingham,1638520.02,27400.34,85262.8,1580657.56,may,2017,2017-05-01,2017
Rowan,2914206.9300000006,53109.76,-168844.9,3136161.5900000003,may,2017,2017-05-01,2017
Rutherford,1271298.82,21867.75,65566.11,1227600.46,may,2017,2017-05-01,2017
Sampson,1124360.3,17756.079999999998,52662.01,1089454.37,may,2017,2017-05-01,2017
Scotland,728836.5399999998,12238.7,50045.09,691030.1499999999,may,2017,2017-05-01,2017
Stanly,1371208.98,23244.53,105778.55,1288674.96,may,2017,2017-05-01,2017
Stokes,611867.1000000001,10405.07,22492.75,599779.42,may,2017,2017-05-01,2017
Surry,2142199.83,31947.340000000004,261481.15,1912666.02,may,2017,2017-05-01,2017
Swain,258591.54,4613.77,3804.41,259400.9,may,2017,2017-05-01,2017
Transylvania,733478.6399999999,13049.19,28879.19,717648.6399999999,may,2017,2017-05-01,2017
Tyrrell,49955.6,557.2,14305.52,36207.28,may,2017,2017-05-01,2017
Union,4348002.75,79923.03,182317.18,4245608.600000001,may,2017,2017-05-01,2017
Vance,968145.5,16829.68,44545.29,940429.89,may,2017,2017-05-01,2017
Wake,38514039.1,640811.06,1388354.74,37766495.42,may,2017,2017-05-01,2017
Warren,191373.24000000005,3043.33,2756.54,191660.03000000003,may,2017,2017-05-01,2017
Washington,464369.87,9074.64,6187.24,467257.27,may,2017,2017-05-01,2017
Watauga,1620534.5799999998,30102.44,73575.92,1577061.1,may,2017,2017-05-01,2017
Wayne,2697936.3400000003,46223.39,209737.93,2534421.8000000003,may,2017,2017-05-01,2017
Wilkes,1396878.18,22364.57,60407.6,1358835.15,may,2017,2017-05-01,2017
Wilson,2074451.8300000003,37105.95,108018.46,2003539.32,may,2017,2017-05-01,2017
Yadkin,513036.62,8499.27,21115.98,500419.91,may,2017,2017-05-01,2017
Yancey,235904.01,3917.52,2799.4,237022.13,may,2017,2017-05-01,2017
Alamance,4950622.23,39141.22,66027.79000000001,4923735.66,may,2018,2018-05-01,2018
Alexander,489633.04,3105.83,12942.13,479796.74,may,2018,2018-05-01,2018
Alleghany,165051.81,1161.44,637.44,165575.81,may,2018,2018-05-01,2018
Anson,370994.96,2495,1573.3,371916.66,may,2018,2018-05-01,2018
Ashe,581366.26,4103.87,2192.65,583277.48,may,2018,2018-05-01,2018
Avery,461893.85,3237.46,30849.45,434281.86,may,2018,2018-05-01,2018
Beaufort,1010695.14,7024.200000000001,62909.59,954809.75,may,2018,2018-05-01,2018
Bertie,206846.12,1269.04,24097.62,184017.54,may,2018,2018-05-01,2018
Bladen,513325.43000000005,3720.8,1213.46,515832.77,may,2018,2018-05-01,2018
Brunswick,3467350,26613.59,147486.74,3346476.85,may,2018,2018-05-01,2018
Buncombe,11384591.08,85163.42,132341.71,11337412.79,may,2018,2018-05-01,2018
Burke,1638094.4399999997,11743.35,32719.26,1617118.5299999998,may,2018,2018-05-01,2018
Cabarrus,7451259.21,44019.74,1571488.13,5923790.82,may,2018,2018-05-01,2018
Caldwell,1379102.2300000002,9992.16,7016.11,1382078.28,may,2018,2018-05-01,2018
Camden,105612.25,751.95,2242.01,104122.19,may,2018,2018-05-01,2018
Carteret,2448238.95,19349.870000000003,16993.54,2450595.2800000003,may,2018,2018-05-01,2018
Caswell,172793.52,1096.98,824.6099999999999,173065.89,may,2018,2018-05-01,2018
Catawba,5023167.240000001,36846.77,36570.69,5023443.32,may,2018,2018-05-01,2018
Chatham,1356850.1,10577.9,8307.28,1359120.72,may,2018,2018-05-01,2018
Cherokee,735128.7,5197.87,10533.42,729793.15,may,2018,2018-05-01,2018
Chowan,304720.29000000004,1670,72321.43,234068.86,may,2018,2018-05-01,2018
Clay,177570.54,1322.5600000000002,969.84,177923.26,may,2018,2018-05-01,2018
Cleveland,2284427.32,15552.77,234309.03000000003,2065671.06,may,2018,2018-05-01,2018
Columbus,898069.69,6574.57,2342.88,902301.38,may,2018,2018-05-01,2018
Craven,2385598.14,17354.14,151282.59,2251669.69,may,2018,2018-05-01,2018
Cumberland,8741027.929999998,62942.32,129727.9,8674242.349999998,may,2018,2018-05-01,2018
Currituck,697789.2,5545.77,4782.07,698552.9,may,2018,2018-05-01,2018
Dare,2393342.53,18994.18,74077,2338259.71,may,2018,2018-05-01,2018
Davidson,3101459.68,19591.23,252827.83,2868223.08,may,2018,2018-05-01,2018
Davie,762410.1999999998,5346.92,58699.48,709057.6399999999,may,2018,2018-05-01,2018
Duplin,938709.37,6056.42,46057.59,898708.2,may,2018,2018-05-01,2018
Durham,16216423.12,100664.35,1449157.78,14867929.69,may,2018,2018-05-01,2018
Edgecombe,919208.22,4099.1900000000005,244853.05,678454.36,may,2018,2018-05-01,2018
Forsyth,11264273.53,50295.04,4458456.33,6856112.24,may,2018,2018-05-01,2018
Franklin,948670.75,7174.83,3058.34,952787.24,may,2018,2018-05-01,2018
Gaston,4751277.55,35257.340000000004,121877.52,4664657.37,may,2018,2018-05-01,2018
Gates,102839.85,633,110.65,103362.2,may,2018,2018-05-01,2018
Graham,147666.89,1086.86,161.89,148591.86,may,2018,2018-05-01,2018
Granville,825042.96,5984.9800000000005,3343.25,827684.69,may,2018,2018-05-01,2018
Greene,173756.3,1036.95,2973.85,171819.4,may,2018,2018-05-01,2018
Guilford,15592067.909999998,122056.82,282838.03,15431286.7,may,2018,2018-05-01,2018
Halifax,1161941.19,8043.5,22388.67,1147596.02,may,2018,2018-05-01,2018
Harnett,2114421.27,13389.93,193422.97,1934388.23,may,2018,2018-05-01,2018
Haywood,1554785.0500000005,11065.63,6180.110000000001,1559670.57,may,2018,2018-05-01,2018
Henderson,2704116.27,20970.27,27593.79,2697492.75,may,2018,2018-05-01,2018
Hertford,512667.59,2890.26,78141.85,437416,may,2018,2018-05-01,2018
Hoke,497419.77,3511.33,8064.24,492866.86,may,2018,2018-05-01,2018
Hyde,112443.66,864.67,253.03000000000003,113055.3,may,2018,2018-05-01,2018
Iredell,4941768.5600000005,39379.76,38143.67,4943004.65,may,2018,2018-05-01,2018
Jackson,1097686.3300000003,7983.42,2583.86,1103085.89,may,2018,2018-05-01,2018
Johnston,4174115.6600000006,30570.81,285965.5,3918720.97,may,2018,2018-05-01,2018
Jones,87380.59999999999,601.36,1428.05,86553.91,may,2018,2018-05-01,2018
Lee,1690527.05,11109.72,142857.72,1558779.05,may,2018,2018-05-01,2018
Lenoir,1261903.27,9470.61,10173.97,1261199.91,may,2018,2018-05-01,2018
Lincoln,1747199.1200000003,13353.15,24482.56,1736069.7100000002,may,2018,2018-05-01,2018
Macon,1003475.64,7504.23,45963.55,965016.32,may,2018,2018-05-01,2018
Madison,277410.87,1990.17,1827.48,277573.56,may,2018,2018-05-01,2018
Martin,491580.54,3438.45,4402.54,490616.45,may,2018,2018-05-01,2018
McDowell,771749.24,5673.59,2382.84,775039.99,may,2018,2018-05-01,2018
Mecklenburg,48217201.20999999,328370.39,2573509.4,45972062.2,may,2018,2018-05-01,2018
Mitchell,326536.21,2438.3,2205.73,326768.78,may,2018,2018-05-01,2018
Montgomery,467168.24,3072.92,10539.88,459701.28,may,2018,2018-05-01,2018
Moore,2705866.94,15031.48,723992.08,1996906.34,may,2018,2018-05-01,2018
Nash,2292195.29,15517.91,225437.65,2082275.55,may,2018,2018-05-01,2018
New Hanover,9690083.509999998,71805.82,224772.04,9537117.29,may,2018,2018-05-01,2018
Northampton,223237.53000000003,1664.47,588.73,224313.27,may,2018,2018-05-01,2018
Onslow,4533847.37,33271.79,15180,4551939.16,may,2018,2018-05-01,2018
Orange,4185216.13,26797.16,77517.33,4134495.96,may,2018,2018-05-01,2018
Pamlico,216406.09,1430.75,18167.97,199668.87,may,2018,2018-05-01,2018
Pasquotank,1033296.82,6451.66,178349.46,861399.02,may,2018,2018-05-01,2018
Pender,1079989.01,8337.31,5010.96,1083315.36,may,2018,2018-05-01,2018
Perquimans,144263.79,995.86,378.24,144881.41,may,2018,2018-05-01,2018
Person,760361.56,5723.66,2700.9,763384.32,may,2018,2018-05-01,2018
Pitt,4888864.42,10420.78,3141750.9400000004,1757534.26,may,2018,2018-05-01,2018
Polk,349650.26,2615.4,1351.65,350914.01,may,2018,2018-05-01,2018
Randolph,2718418.89,18899.3,18021.12,2719297.07,may,2018,2018-05-01,2018
Richmond,847779.89,5727.960000000001,69401.97,784105.88,may,2018,2018-05-01,2018
Robeson,2407663.67,16680.98,17242.4,2407102.25,may,2018,2018-05-01,2018
Rockingham,1567256.66,11334.72,4035.14,1574556.24,may,2018,2018-05-01,2018
Rowan,2879351.7300000004,18704.4,205489.93,2692566.2,may,2018,2018-05-01,2018
Rutherford,1317962.0299999998,9875.12,9612.38,1318224.77,may,2018,2018-05-01,2018
Sampson,1065266.36,6521.25,100075.56,971712.05,may,2018,2018-05-01,2018
Scotland,683080.09,4492.91,63636.82,623936.18,may,2018,2018-05-01,2018
Stanly,1367647.2,10127.11,33632.009999999995,1344142.3,may,2018,2018-05-01,2018
Stokes,599704.37,4330.85,3581.25,600453.97,may,2018,2018-05-01,2018
Surry,2034786.24,14320.32,26124.79,2022981.77,may,2018,2018-05-01,2018
Swain,260211.2,1931.06,1121.11,261021.15,may,2018,2018-05-01,2018
Transylvania,765764.11,5439.27,50178.5,721024.88,may,2018,2018-05-01,2018
Tyrrell,53458.72,386.13,268.4,53576.45,may,2018,2018-05-01,2018
Union,4433590.2700000005,34751.13,32650.44,4435690.96,may,2018,2018-05-01,2018
Vance,933092.95,6972.04,1394.16,938670.83,may,2018,2018-05-01,2018
Wake,40252451.01,283978.66,670653.76,39865775.91,may,2018,2018-05-01,2018
Warren,202394.57000000004,1376.5600000000002,378.79,203392.34000000003,may,2018,2018-05-01,2018
Washington,192123.72,1338.92,1814.28,191648.36,may,2018,2018-05-01,2018
Watauga,1676920.22,13115.07,38024.600000000006,1652010.69,may,2018,2018-05-01,2018
Wayne,2595843.27,19469.21,47901.310000000005,2567411.17,may,2018,2018-05-01,2018
Wilkes,1536886.8,10113.94,100080.29,1446920.45,may,2018,2018-05-01,2018
Wilson,2083132.82,16104.48,13635.06,2085602.24,may,2018,2018-05-01,2018
Yadkin,528452.9799999999,3761.65,6000.1900000000005,526214.44,may,2018,2018-05-01,2018
Yancey,281862.06999999995,2023.25,1749.16,282136.16,may,2018,2018-05-01,2018
Alamance,5514774.76,2807.38,181232.89,5336349.25,may,2019,2019-05-01,2019
Alexander,545306.32,326.16,4455.85,541176.63,may,2019,2019-05-01,2019
Alleghany,176596.98,82.14,5042.14,171636.98,may,2019,2019-05-01,2019
Anson,396516.33,242.98,1964.41,394794.9,may,2019,2019-05-01,2019
Ashe,678709.52,446.18,5826.65,673329.05,may,2019,2019-05-01,2019
Avery,524738.69,238.44,42493.77,482483.36,may,2019,2019-05-01,2019
Beaufort,1169729.86,580.42,6980.37,1163329.91,may,2019,2019-05-01,2019
Bertie,199683.63,91.31,899.21,198875.73,may,2019,2019-05-01,2019
Bladen,506537.03,235.89,3126.08,503646.84,may,2019,2019-05-01,2019
Brunswick,4072668.4,968.16,84658.91,3988977.65,may,2019,2019-05-01,2019
Buncombe,12086029.58,8113.78,258436.32,11835707.04,may,2019,2019-05-01,2019
Burke,1813433.84,871.02,20811.08,1793493.78,may,2019,2019-05-01,2019
Cabarrus,8137192.87,5567.32,98620.67,8044139.519999999,may,2019,2019-05-01,2019
Caldwell,1474203.95,632.18,124082.81,1350753.32,may,2019,2019-05-01,2019
Camden,129541.27,62.58,665.26,128938.59,may,2019,2019-05-01,2019
Carteret,2823893.68,1451.09,40554.88,2784789.89,may,2019,2019-05-01,2019
Caswell,186947.71,77.38,3620.69,183404.4,may,2019,2019-05-01,2019
Catawba,5431684.16,3555.44,144711.09,5290528.51,may,2019,2019-05-01,2019
Chatham,1444146.64,722.75,29448.82,1415420.57,may,2019,2019-05-01,2019
Cherokee,753263.8,453.05,48421.59,705295.26,may,2019,2019-05-01,2019
Chowan,294052.56,139.45,6460.13,287731.88,may,2019,2019-05-01,2019
Clay,221321.88,141.84,679.15,220784.57,may,2019,2019-05-01,2019
Cleveland,2282668.88,1085.91,92323.84,2191430.95,may,2019,2019-05-01,2019
Columbus,1007277.86,428.78,104764.8,902941.84,may,2019,2019-05-01,2019
Craven,2800129.65,1415.24,65958.49,2735586.4,may,2019,2019-05-01,2019
Cumberland,9730149.54,6426.83,128397.55,9608178.82,may,2019,2019-05-01,2019
Currituck,752707.9,400.58,4017.93,749090.55,may,2019,2019-05-01,2019
Dare,2789775.07,1510.84,12665.14,2778620.77,may,2019,2019-05-01,2019
Davidson,3479248.14,1950.15,380078.35,3101119.94,may,2019,2019-05-01,2019
Davie,836279.13,372.83,84196.25,752455.71,may,2019,2019-05-01,2019
Duplin,1132688.69,716.35,30413.29,1102991.75,may,2019,2019-05-01,2019
Durham,17516513.71,12913.04,689877.31,16839549.44,may,2019,2019-05-01,2019
Edgecombe,1012906,619.53,9721.55,1003803.98,may,2019,2019-05-01,2019
Forsyth,12532258.98,4211.07,3804549.23,8731920.82,may,2019,2019-05-01,2019
Franklin,1043897.87,522.13,6463.56,1037956.44,may,2019,2019-05-01,2019
Gaston,5869669.23,3836.9,52353.62,5821152.51,may,2019,2019-05-01,2019
Gates,107531.85,43,465.14,107109.71,may,2019,2019-05-01,2019
Graham,172336.12,106.06,1829.35,170612.83,may,2019,2019-05-01,2019
Granville,911180.32,439.8,3868.43,907751.69,may,2019,2019-05-01,2019
Greene,188926.99,104.52,2313.18,186718.33,may,2019,2019-05-01,2019
Guilford,17154726.97,8426.95,930783.88,16232370.04,may,2019,2019-05-01,2019
Halifax,1203910.1,688.35,111679.31,1092919.14,may,2019,2019-05-01,2019
Harnett,2315398.48,1484.36,14265.18,2302617.66,may,2019,2019-05-01,2019
Haywood,1720035.35,1122.15,14424.04,1706733.46,may,2019,2019-05-01,2019
Henderson,3073896.32,1533.95,87064.21,2988366.06,may,2019,2019-05-01,2019
Hertford,538481.66,307.59,39503.73,499285.52,may,2019,2019-05-01,2019
Hoke,520099.93,238.59,12108.99,508229.53,may,2019,2019-05-01,2019
Hyde,119361.67,59.06,2409.37,117011.36,may,2019,2019-05-01,2019
Iredell,5511300.72,2597.74,515666.82,4998231.64,may,2019,2019-05-01,2019
Jackson,1236053.32,817.07,7228.78,1229641.61,may,2019,2019-05-01,2019
Johnston,4382668.39,2276.92,26267.6,4358677.71,may,2019,2019-05-01,2019
Jones,130179.92,85.05,1078.7,129186.27,may,2019,2019-05-01,2019
Lee,1846794.78,962.31,351849.15,1495907.94,may,2019,2019-05-01,2019
Lenoir,1378551.96,573.29,209212.32,1169912.93,may,2019,2019-05-01,2019
Lincoln,2266838.89,1506.55,12509.42,2255836.02,may,2019,2019-05-01,2019
Macon,1180567.3,605.23,13351.19,1167821.34,may,2019,2019-05-01,2019
Madison,290462.87,107.14,51709.91,238860.1,may,2019,2019-05-01,2019
Martin,495317.62,310.59,7374.68,488253.53,may,2019,2019-05-01,2019
McDowell,948896.09,461.66,12305.07,937052.68,may,2019,2019-05-01,2019
Mecklenburg,53657716.12,33718.03,1049544.8,52641889.35,may,2019,2019-05-01,2019
Mitchell,329049.1,156.76,5845.31,323360.55,may,2019,2019-05-01,2019
Montgomery,544851.35,324.61,22572.42,522603.54,may,2019,2019-05-01,2019
Moore,3333394.74,1782.16,767716,2567460.9,may,2019,2019-05-01,2019
Nash,2448823.42,1213.72,30336.44,2419700.7,may,2019,2019-05-01,2019
New Hanover,11371305.25,7805.22,135465.81,11243644.66,may,2019,2019-05-01,2019
Northampton,247545.2,121.01,1312.26,246353.95,may,2019,2019-05-01,2019
Onslow,5444544.29,3255.17,577270.39,4870529.07,may,2019,2019-05-01,2019
Orange,4930171.75,3488.27,225949.03,4707710.99,may,2019,2019-05-01,2019
Pamlico,247002.29,110.22,17536.82,229575.69,may,2019,2019-05-01,2019
Pasquotank,1248883.33,695.94,214242.55,1035336.72,may,2019,2019-05-01,2019
Pender,1209822.09,617.59,9957.43,1200482.25,may,2019,2019-05-01,2019
Perquimans,158159.48,71.8,842.88,157388.4,may,2019,2019-05-01,2019
Person,808693.44,401.13,3763.97,805330.6,may,2019,2019-05-01,2019
Pitt,5415385.93,3612.39,49279.72,5369718.6,may,2019,2019-05-01,2019
Polk,343981.94,165.15,3689.15,340457.94,may,2019,2019-05-01,2019
Randolph,3058845.79,1931.69,56695.58,3004081.9,may,2019,2019-05-01,2019
Richmond,929521.93,424.17,63765,866181.1,may,2019,2019-05-01,2019
Robeson,2705626.55,1718.58,32579.89,2674765.24,may,2019,2019-05-01,2019
Rockingham,1936670.43,1175.92,83399.25,1854447.1,may,2019,2019-05-01,2019
Rowan,3325081.12,2105.93,92610.38,3234576.67,may,2019,2019-05-01,2019
Rutherford,1640571.46,1048.7,15998.96,1625621.2,may,2019,2019-05-01,2019
Sampson,1161862.38,725.61,9958.34,1152629.65,may,2019,2019-05-01,2019
Scotland,735866.84,257.68,172722.45,563402.07,may,2019,2019-05-01,2019
Stanly,1633881.1,980.46,124029.71,1510831.85,may,2019,2019-05-01,2019
Stokes,651570,302.87,14901.49,636971.38,may,2019,2019-05-01,2019
Surry,2200099.12,1279.78,205102.58,1996276.32,may,2019,2019-05-01,2019
Swain,319577.46,201.36,1921.55,317857.27,may,2019,2019-05-01,2019
Transylvania,838895.79,419.12,12580.2,826734.71,may,2019,2019-05-01,2019
Tyrrell,55520.11,25.96,229.65,55316.42,may,2019,2019-05-01,2019
Union,4853734.75,2488.66,36586.73,4819636.68,may,2019,2019-05-01,2019
Vance,1021781.9,498.38,5766.59,1016513.69,may,2019,2019-05-01,2019
Wake,44924161.56,27985.74,1025864.16,43926283.14,may,2019,2019-05-01,2019
Warren,230515.87,104.39,999.18,229621.08,may,2019,2019-05-01,2019
Washington,202833.4,92.73,1427.54,201498.59,may,2019,2019-05-01,2019
Watauga,1914011.31,888.33,264055.92,1650843.72,may,2019,2019-05-01,2019
Wayne,2912784.15,1460.17,69514.99,2844729.33,may,2019,2019-05-01,2019
Wilkes,1632138,856.21,269316.52,1363677.69,may,2019,2019-05-01,2019
Wilson,2335987.43,1177.98,27645.39,2309520.02,may,2019,2019-05-01,2019
Yadkin,543480.21,232.87,14616.3,529096.78,may,2019,2019-05-01,2019
Yancey,326028.58,150.97,10353.3,315826.25,may,2019,2019-05-01,2019
Alamance,4967054.31,19203.81,14543.06,4971715.06,may,2020,2020-05-01,2020
Alexander,617663.27,2072.57,3058.12,616677.72,may,2020,2020-05-01,2020
Alleghany,213864.21,750.11,622.54,213991.78,may,2020,2020-05-01,2020
Anson,404403.84,1358.18,1090.74,404671.28,may,2020,2020-05-01,2020
Ashe,667239.09,2237.9,37955.38,631521.61,may,2020,2020-05-01,2020
Avery,503716.05,1777.92,17468.03,488025.94,may,2020,2020-05-01,2020
Beaufort,1152314.77,3715.54,113409.85,1042620.46,may,2020,2020-05-01,2020
Bertie,229737.72,664.77,29191.8,201210.69,may,2020,2020-05-01,2020
Bladen,509867.35,1727.97,1140.61,510454.71,may,2020,2020-05-01,2020
Brunswick,3673207.28,14335.49,13014.78,3674527.99,may,2020,2020-05-01,2020
Buncombe,9189191.8,33993.51,74093.44,9149091.87,may,2020,2020-05-01,2020
Burke,1792216.44,6262.01,11759.34,1786719.11,may,2020,2020-05-01,2020
Cabarrus,6763901.38,25573.04,64456.51,6725017.91,may,2020,2020-05-01,2020
Caldwell,1645554.4,5842.25,10226.12,1641170.53,may,2020,2020-05-01,2020
Camden,146794.96,542.7,187.01,147150.65,may,2020,2020-05-01,2020
Carteret,2227523.74,8328.79,26046.13,2209806.4,may,2020,2020-05-01,2020
Caswell,217745.88,686.72,485.46,217947.14,may,2020,2020-05-01,2020
Catawba,4921794.15,17822.49,90353.1,4849263.54,may,2020,2020-05-01,2020
Chatham,1700892.94,6641.93,632.85,1706902.02,may,2020,2020-05-01,2020
Cherokee,747391.6,2670.83,312.76,749749.67,may,2020,2020-05-01,2020
Chowan,305325.89,883.01,49686.99,256521.91,may,2020,2020-05-01,2020
Clay,229298.16,816.22,399.44,229714.94,may,2020,2020-05-01,2020
Cleveland,2222196.15,8222.55,8359.12,2222059.58,may,2020,2020-05-01,2020
Columbus,1031293.16,3678.27,4036.89,1030934.54,may,2020,2020-05-01,2020
Craven,2569717.77,9752.07,12685.98,2566783.86,may,2020,2020-05-01,2020
Cumberland,9224920.23,33669.88,86787.33,9171802.78,may,2020,2020-05-01,2020
Currituck,646246.84,2470.98,446.82,648271,may,2020,2020-05-01,2020
Dare,1530450.23,5483.62,63918.68,1472015.17,may,2020,2020-05-01,2020
Davidson,3815992.37,13104.95,130360.75,3698736.57,may,2020,2020-05-01,2020
Davie,892827.23,3318.24,13203.24,882942.23,may,2020,2020-05-01,2020
Duplin,1095693.6,3519.83,68136.93,1031076.5,may,2020,2020-05-01,2020
Durham,14857290.3,39911.42,5836455.47,9060746.25,may,2020,2020-05-01,2020
Edgecombe,1452811.44,4871.45,90729.53,1366953.36,may,2020,2020-05-01,2020
Forsyth,10649859.13,30591.59,2272604.86,8407845.859999998,may,2020,2020-05-01,2020
Franklin,1188577.5,4457.57,4207.28,1188827.79,may,2020,2020-05-01,2020
Gaston,5918041.74,21365.55,15266.46,5924140.83,may,2020,2020-05-01,2020
Gates,133507.06,410.67,97.44,133820.29,may,2020,2020-05-01,2020
Graham,190381.28,662.76,1075.61,189968.43,may,2020,2020-05-01,2020
Granville,994722.02,3547.55,3729.33,994540.24,may,2020,2020-05-01,2020
Greene,222485.01,700.65,1283.63,221902.03,may,2020,2020-05-01,2020
Guilford,14280413.61,40591.52,3112245.94,11208759.19,may,2020,2020-05-01,2020
